Sam,,,,,,Grey bold left align = Calculated as proportion of another variable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Var no.,Formula,Min,Max,Sample 1,Sample 2,Sample 3,Sample 4,Sample 5,Sample 6,Sample 7,Sample 8,Sample 9,Sample 10,Sample 11,Sample 12,Sample 13,Sample 14,Sample 15,Sample 16,Sample 17,Sample 18,Sample 19,Sample 20,Sample 21,Sample 22,Sample 23,Sample 24,Sample 25,Sample 26,Sample 27,Sample 28,Sample 29,Sample 30,Sample 31,Sample 32,Sample 33,Sample 34,Sample 35,Sample 36,Sample 37,Sample 38,Sample 39,Sample 40,Sample 41,Sample 42,Sample 43,Sample 44,Sample 45,Sample 46,Sample 47,Sample 48,Sample 49,Sample 50,Sample 51,Sample 52,Sample 53,Sample 54,Sample 55,Sample 56,Sample 57,Sample 58,Sample 59,Sample 60,Sample 61,Sample 62,Sample 63,Sample 64,Sample 65,Sample 66,Sample 67,Sample 68,Sample 69,Sample 70,Sample 71,Sample 72,Sample 73,Sample 74,Sample 75,Sample 76,Sample 77,Sample 78,Sample 79,Sample 80,Sample 81,Sample 82,Sample 83,Sample 84,Sample 85,Sample 86,Sample 87,Sample 88,Sample 89,Sample 90,Sample 91,Sample 92,Sample 93,Sample 94,Sample 95,Sample 96,Sample 97,Sample 98,Sample 99,Sample 100,Sample 101,Sample 102,Sample 103,Sample 104,Sample 105,Sample 106,Sample 107,Sample 108,Sample 109,Sample 110,Sample 111,Sample 112,Sample 113,Sample 114,Sample 115,Sample 116,Sample 117,Sample 118,Sample 119,Sample 120,Sample 121,Sample 122,Sample 123,Sample 124,Sample 125,Sample 126,Sample 127,Sample 128,Sample 129,Sample 130,Sample 131,Sample 132,Sample 133,Sample 134,Sample 135,Sample 136,Sample 137,Sample 138,Sample 139,Sample 140,Sample 141,Sample 142,Sample 143,Sample 144,Sample 145,Sample 146,Sample 147,Sample 148,Sample 149,Sample 150,Sample 151,Sample 152,Sample 153,Sample 154,Sample 155,Sample 156,Sample 157,Sample 158,Sample 159,Sample 160,Sample 161,Sample 162,Sample 163,Sample 164,Sample 165,Sample 166,Sample 167,Sample 168,Sample 169,Sample 170,Sample 171,Sample 172,Sample 173,Sample 174,Sample 175,Sample 176,Sample 177,Sample 178,Sample 179,Sample 180,Sample 181,Sample 182,Sample 183,Sample 184,Sample 185,Sample 186,Sample 187,Sample 188,Sample 189,Sample 190,Sample 191,Sample 192,Sample 193,Sample 194,Sample 195,Sample 196,Sample 197,Sample 198,Sample 199,Sample 200,Sample 201,Sample 202,Sample 203,Sample 204,Sample 205,Sample 206,Sample 207,Sample 208,Sample 209,Sample 210,Sample 211,Sample 212,Sample 213,Sample 214,Sample 215,Sample 216,Sample 217,Sample 218,Sample 219,Sample 220,Sample 221,Sample 222,Sample 223,Sample 224,Sample 225,Sample 226,Sample 227,Sample 228,Sample 229,Sample 230,Sample 231,Sample 232,Sample 233,Sample 234,Sample 235,Sample 236,Sample 237,Sample 238,Sample 239,Sample 240,Sample 241,Sample 242,Sample 243,Sample 244,Sample 245,Sample 246,Sample 247,Sample 248,Sample 249,Sample 250
630,0.5 to 100 RSV,0.5,100,18.311,9.94,26.638,17.414,87.828,56.674,47.369,91.69,86.805,59.643,90.697,9.032,15.26,77.076,55.537,7.569,24.131,93.2,79.921,98.233,85.991,72.569,66.153,20.64,84.971,28.356,67.293,69.435,83.126,17.843,30.034,95.084,86.145,54.883,8.166,65.801,78.733,16.204,72.734,9.32,32.627,27.23,20.519,62.339,71.846,52.378,79.752,64.649,37.567,50.482,65.388,44.978,61.727,30.963,4.966,22.363,26.084,74.892,22.363,69.629,54.347,67.999,77.061,98.438,80.162,8.906,26.996,51.237,25.903,32.84,64.253,98.238,50.868,61.728,94.532,8.409,81.029,48.212,91.925,23.444,63.394,81.779,18.2,93.973,37.985,56.126,75.214,65.627,37.35,8.598,5.088,53.838,33.916,2.032,54.569,96.146,33.723,41.362,32.528,54.925,17.897,52.441,86.055,97.931,62.347,75.096,81.018,16.244,97.953,64.337,77.483,67.435,45.969,75.561,96.335,84.385,54.866,2.644,39.377,60.62,66.757,42.965,8.86,92.331,61.458,37.872,89.894,46.022,15.438,34.337,77.925,4.003,47.663,15.515,32.802,25.858,42.075,89.335,60.143,90.866,26.154,66.759,76.318,34.78,65.393,55.402,97.895,72.174,25.316,55.364,97.675,17.283,83.539,30.995,49.129,15.489,43.845,98.789,98.05,76.592,42.539,69.101,33.062,12.666,52.457,58.007,15.686,35.633,48.718,45.341,87.196,69.566,49.277,47.099,24.508,5.008,80.58,27.089,62.246,47.673,49.74,64.26,39.257,33.642,25.594,24.281,18.046,23.387,82.214,5.907,70.269,77.608,48.731,64.949,50.878,40.061,46.487,60.413,93.233,19.83,57.01,53.613,46.603,2.23,43.39,63.968,84.76,60.625,21.418,26.656,27.06,40.16,19.017,61.392,7.545,49.873,40.654,56.517,84.69,79.581,42.739,12.775,90.874,27.777,30.029,32.782,23.763,22.724,47.448,12.275,21.886,64.079,32.362,98.244,18.179,57.937,21.763,82.808,28.261,48.257,4.285,48.113,2.338,81.877,70.813,88.166,31.877,93.168,49.164,30.32
634,"MW out of 50,000",0,"50,000",19530.381,30899.396,39200.543,46073.064,49532.937,15822.861,31541.413,8439.985,31222.78,16365.736,7274.578,2469.2,35083.146,32164.522,43384.573,27903.815,4492.535,46898.89,35794.254,23427.573,39825.774,21686.413,18910.7,16348.557,19473.008,9373.3,11619.403,29898.164,30371.372,19059.399,14363.091,7821.363,35161.503,12374.258,5620.148,49229.883,11964.061,27521.677,4810.675,42124.231,19283.135,24286.479,46879.776,36918.746,21063.065,36630.244,14628.717,39355.01,11751.473,25181.233,2647.23,21911.237,3580.891,49419.681,38484.757,13440.961,16225.363,25793.375,8680.408,27993.265,18942.444,41321.984,5319.45,27331.41,45071.96,49006.592,40081.012,30855.631,39814.024,49637.915,28280.783,24287.395,25739.765,26091.258,5124.147,45330.144,30068.787,25342.158,7145.551,31676.088,5935.725,26681.423,2228.01,17628.389,7995.607,29809.783,18443.566,12949.809,21823.145,22970.664,15054.249,10878.358,18845.896,15679.215,4426.345,42220.366,21558.22,17517.055,1290.72,7522.79,31878.392,8879.621,27942.781,32038.294,49605.868,39821.166,39945.796,27104.188,48988.335,28590.389,39532.85,21646.113,25604.954,39382.183,28044.806,2710.544,4548.029,17918.451,2055.951,8829.609,34582.229,5059.467,47554.77,44946.772,40713.094,1659.856,20066.254,24667.221,832.601,7315.186,27050.571,27419.705,37200.548,48888.785,40682.23,34741.176,20604.842,15856.691,1473.729,42131.161,23098.241,32943.292,33119.057,38596.411,32101.731,2329.539,33997.437,26243.932,36271.814,4675.081,16987.142,1456.014,42287.376,39882.693,5250.328,34333.531,11925.263,6429.891,41565.559,13377.867,8601.031,47365.468,2499.989,27958.596,11337.213,13844.11,17953.347,39496.32,33461.074,39328.068,7593.892,14129.415,34688.341,41824.29,20955.436,8340.12,14818.494,37052.671,46225.328,31787.004,38160.349,12096.936,17605.904,7173.875,42854.264,32857.602,12345.602,38839.834,17526.966,34639.201,44690,30306.439,27950.721,1407.957,24843.37,4079.743,41290.105,18575.598,44142.06,29689.137,48167.103,38959.944,40648.695,13395.531,29590.8,36387.163,26348.503,36252.965,16558.671,34575.608,37102.97,21194.603,20582.732,25371.344,370.26,23282.324,7095.121,37717.669,46070.036,47779.411,35859.68,7903.545,21524.729,17104.998,16401.561,2532.334,30926.469,37476.419,30271.935,32110.332,31346.022,5609.135,3109.31,874.766,15233.395,18722.964,48787.896,48099.054,31893.897,17357.592,18041.374,45830.193,27478.25,39835.113,43058.14,47479.758,16268.908,34848.71,926.814,19696.491
635,0.5 to 100h RSV,0.5,100,62.068,0.921,34.033,89.06,70.871,56.669,69.39,95.101,24.882,76.187,63.922,97.554,66.098,18.79,20.179,32.091,4.237,96.342,27.682,4.146,51.24,57.058,16.048,6.781,59.388,89.657,87.559,84.657,57.301,21.741,25.418,49.452,58.31,93.711,24.17,63.112,7.293,81.906,48.063,17.206,15.818,6.001,9.129,95.396,54.722,35.499,98.032,89.626,94.233,20.067,52.284,29.21,20.405,30.999,62.84,97.008,43.452,31.124,32.488,31.98,93.349,78.465,24.071,91.965,43.06,9.255,22.105,56.254,52.304,11.582,19.818,15.875,15.469,43.001,57.705,18.967,19.896,77.399,94.905,41.232,46.709,29.113,96.349,73.382,70.205,24.914,46.531,53.226,46.002,58.116,56.242,16.845,50.473,3.221,74.753,97.165,22.989,84.85,73.291,88.859,1.417,83.025,6.961,77.697,78.951,76.552,38.857,87.621,81.974,34.761,40.99,26.594,36.545,91.47,12.465,1.093,42.106,99.071,34.756,18.193,64.588,51.719,67.197,4.784,43.714,78.448,11.895,80.459,5.441,17.148,91.325,19.144,80.701,16.856,93.588,29.408,28.19,31.563,35.471,39.901,84.791,74.666,47.267,61.295,87.648,43.192,7.232,66.019,65.613,23.224,96.153,25.943,80.663,7.824,71.551,8.677,25.629,71.197,30.713,40.906,72.776,2.944,65.656,22.771,61.974,55.64,56.728,6.738,76.164,1.817,81.04,88.206,65.914,63.432,68.419,62.712,92.931,65.29,19.561,56.109,36.797,14.5,96.726,19.403,66.871,52.435,63.02,73.292,95.1,12.328,53.142,93.353,73.639,20.579,2.249,53.217,15.359,65.477,26.144,37.5,52.157,59.506,96.315,21.649,68.769,97.229,39.59,49.048,4.786,88.068,96.197,73.026,57.618,39.112,33.708,84.41,89.396,20.84,46.153,26.95,62.922,58.73,26.61,2.75,22.877,32.192,80.234,6.361,91.99,14.628,46.38,67.799,79.069,94.464,35.179,31.273,11.753,1.988,24.465,60.279,63.63,76.344,63.527,96.501,37.509,80.666,86.393,91.47,21.215,4.193
639,% out of 100,0,100,85.155,58.066,60.648,45.148,56.127,9.911,80.346,78.855,14.382,15.574,80.815,54.278,6.215,74.234,19.079,5.837,93.786,54.81,79.757,45.372,91.621,59.603,25.054,98.371,53.353,78.303,77.823,82.461,30.952,92.261,53.906,95.282,97.577,77.231,15.359,43.967,79.985,63.164,73.688,24.875,24.51,12.808,98.009,32.387,59.65,93.62,52.997,8.76,17.969,22.488,0.665,24.442,93.971,63.821,13.883,1.368,21.548,32.372,89.907,25.557,78.64,67.164,52.707,50.141,0.3,99.329,86.526,44.233,58.992,35.003,4.563,33.634,18.85,18.491,74.164,44.699,68.898,85.017,44.963,88.758,59.203,57.243,7.467,47.774,25.686,6.483,32.998,22.949,62.242,81.226,39.952,13.05,68.033,74.182,50.125,25.935,12.411,74.874,70.504,44.773,69.316,65.13,94.828,13.203,7.717,44.256,69.719,96.328,27.43,20.156,93.465,9.582,69.522,24.254,22.976,27.862,92.414,24.273,51.206,28.903,92.99,32.534,41.809,84.603,46.707,16.222,62.98,64.285,55.971,82.244,59.279,75.198,25.926,16.649,34.504,69.492,46.811,77.335,44.403,96.651,1.899,62.672,35.968,46.309,18.136,15.431,11.169,90.315,29.875,62.445,55.836,20.243,70.555,9.357,60.411,9.264,16.838,56.923,32.501,77.162,39.287,25.319,46.675,48.897,94.669,14.895,70.873,75.723,39.457,1.39,78.449,13.133,25.759,49.063,75.553,22.011,33.823,20.956,50.719,68.633,74.907,63.861,15.141,12.048,84.761,13.33,99.811,57.278,58.132,69.783,22.339,26.908,25.769,76.497,76.157,16.351,28.628,21.095,93.824,29.003,17.888,89.039,19.174,92.162,62.56,12.589,79.47,68.628,95.206,42.841,45.5,24.163,30.992,7.572,3.055,77.306,9.327,99.503,99.071,33.959,65.606,18.075,63.352,76.703,61.895,51.701,27.95,47.946,98.957,24.656,37.666,61.578,47.677,84.052,76.059,5.699,74.238,6.226,47.881,13,98.026,89.766,51.043,26.133,39.57,1.411,46.668,63.858,34.868,34.402
640,0% to 500%,0,500,160.401,448.828,313.767,121.865,338.744,441.84,1.741,95.714,146.852,158.189,426.268,318.826,197.785,499.577,272.912,330.698,471.987,424.15,421.928,252.649,47.721,423.82,319.892,30.985,289.737,78.935,294.464,239.741,389.724,240.886,242.266,409.649,374.06,322.861,217.248,383.061,232.363,420.47,107.649,386.146,233.042,387.364,164.197,432.462,470.222,42.446,495.846,448.203,48.82,438.674,411.233,269.58,57.348,402.149,27.992,128.826,110.053,117.141,351.121,402.414,446.971,437.819,258.206,307.327,370.665,242.091,254.229,175.937,361.68,429.617,447.224,40.423,380.697,482.069,492.207,165.739,346.375,35.089,120.888,169.208,215.23,63.307,366.101,355.117,363.369,242.391,55.457,185.013,381.345,219.509,19.784,446.274,48.416,485.87,492.776,471.076,273.487,137.669,218.302,358.42,438.453,130.932,31.627,33.962,357.158,108.406,104.173,264.471,235.585,489.133,374.917,471.162,233.126,272.738,101.089,99.621,499.754,399.578,440.137,241.715,439.708,33.598,62.285,377.472,182.196,126.53,169.857,118.828,303.855,345.886,105.152,149.144,128.447,38.702,474.159,457.782,442.375,65.32,31.701,226.07,442.636,88.55,449.274,224.862,15.072,253.023,250.312,206.183,78.313,279.599,200.641,464.371,369.221,31.868,279.605,333.424,89.602,62.455,276.159,403.394,293.503,411.966,208.102,431.094,72.077,300.683,108.762,394.036,110.562,419.245,102.397,417.659,328.037,177.572,474.678,443.95,326.841,79.292,72.38,362.445,322.149,353.264,249.09,24.54,221.758,346.226,87.437,43.967,64.289,297.87,489.375,78.423,173.133,480.013,280.459,122.144,273.185,477.596,484.756,321.335,75.777,260.954,317.57,458.312,250.349,247.848,234.573,497.443,169.782,330.209,124.618,5.394,287.052,299.834,21.312,466.479,461.409,476.578,449.612,189.504,11.297,266.827,186.541,24.492,274.019,308.245,112.413,193.979,261.557,92.363,6.417,58.952,389.732,495.882,258.706,199.576,473.739,93.563,411.885,450.479,376.493,445.422,376.082,483.369,121.049,320.669,136.964,319.276,486.215,78.685
641,0.5 to 30h RSV,0.5,30,16.37,5.847,9.269,17.902,6.074,17.349,4.92,13.242,14.835,20.619,7.104,24.537,22.503,10.354,2.053,23.664,3.509,1.77,24.603,29.489,23.868,15.142,14.688,12.437,29.129,3.339,25.683,5.071,25.023,1.52,3.824,15.07,8.371,25.074,4.035,5.191,18.336,23.484,3.906,13.479,28.35,3.426,15.177,3.618,14.499,9.66,23.166,22.231,17.563,22.826,0.358,27.121,5.183,25.551,13.694,1.998,14.152,8.088,0.024,18.026,5.052,26.51,18.183,23.878,27.443,26.357,26.438,26.843,5.578,24.683,22.65,24.059,19.773,6.892,17.256,29.043,22.299,23.835,17.927,2.143,19.368,1.386,5.194,12.554,26.209,28.423,28.865,14.127,21.183,6.221,6.374,16.612,21.256,12.536,27.825,3.363,13.098,6.176,28.845,6.198,25.778,21.758,21.987,2.29,4.082,21.052,20.295,27.981,19.416,15.521,26.716,18.082,7.184,28.512,7.777,25.698,17.779,22.728,10.978,3.589,25.266,9.63,6.567,17.931,15.916,26.961,29.413,13.93,2.045,10.5,1.134,5.778,18.314,3.596,8.288,5.199,9.352,12.852,11.228,20.439,6.805,19.412,18.164,18.486,25.187,7.285,21.405,8.793,24.239,6.765,6.46,21.72,21.585,27.559,1.523,16.842,2.444,17.858,3.598,9.332,1.127,13.077,28.797,26.879,10.259,8.376,3.426,9.685,27.489,24.044,5.532,23.892,1.859,24.592,26.74,26.679,9.773,0.654,16.186,6.091,11.411,29.07,2.066,23.254,0.797,25.427,11.876,15.296,24.274,12.727,24.102,19.35,28.763,28.152,28.605,18.829,17.665,27.915,24.039,2.66,11.498,16.815,5.829,28.502,17.053,10.077,23.188,0.805,19.476,25.423,17.531,1.868,6.067,2.052,12.259,20.544,27.704,15.489,6.572,15.214,8.545,27.185,5.87,9.615,13.878,23.609,21.66,6.105,1.47,21.288,21.383,6.767,6.338,15.372,18.752,25.537,6.373,13.019,11.437,26.943,11.58,5.074,26.484,13.061,25.561,21.13,26.618,28.019,29.285,20.066
642,% out of 100,0,100,21.103,13.023,2.02,19.516,61.393,32.579,55.521,50.643,97.441,13.104,10.496,30.867,92.564,69.054,43.736,90.394,16.187,27.627,53.349,18.433,55.808,69.042,43.046,43.22,45.416,51.268,69.593,72.234,55.698,37.067,85.239,69.877,88.801,86.736,58.507,36.602,56.227,91.206,90.663,45.228,78.302,94.146,49.19,1.508,59.102,37.456,19.324,44.842,49.012,20.311,13.891,46.434,19.473,88.69,38.274,97.449,56.651,54.629,91.356,32.198,86.361,94.18,42.796,7.075,39.466,56.737,17.799,98.58,50.449,69.377,93.822,77.351,68.935,44.849,79.965,81.018,2.459,22.916,4.476,50.543,25.215,92.617,67.438,41.085,15.796,49.748,3.4,12.617,78.811,51.137,75.855,28.693,28.114,8.936,93.499,40.67,45.572,16.019,75.993,63.17,36.373,45.516,39.67,13.817,48.415,94.254,12.997,67.281,16.106,86.39,46.116,92.866,31.458,8.188,19.521,82.047,63.904,90.885,2.104,3.684,88.792,53.757,55.931,58.323,27.649,6.738,0.484,15.026,60.007,82.514,77.424,19.689,28.116,71.765,24.608,43.231,11.675,19.488,52.232,25.202,79.313,42.653,57.775,9.562,32.704,58.358,35.354,26.807,86.526,97.683,70.045,79.497,70.053,63.826,11.71,64.443,47.332,55.251,70.766,20.944,48.739,35.946,69.823,37.717,73.351,94.173,5.81,51.002,27.666,73.997,71.586,67.995,1.555,66.057,48.285,27.407,6.346,69.035,85.21,96.736,53.331,39.618,24.499,30.15,24.981,85.709,97.776,10.022,83.004,18.187,99.982,94.538,23.495,25.228,9.382,71.939,7.226,51.963,5.512,34.392,99.502,87.034,51.859,51.884,40.466,8.92,69.538,14.008,31.788,21.046,90.987,35.768,4.378,26.083,30.654,61.037,53.371,91.987,2.698,55.659,65.452,66.01,16.745,20.697,4.774,28.323,53.094,60.123,74.601,60.8,46.668,46.877,13.959,8.678,48.338,40.176,31.93,91.366,68.912,63.099,79.938,0.002,56.938,83.661,39.84,79.868,78.594,6.492,82.137,80.871
643,0% to 500%,0,500,282.008,7.848,305.129,261.852,490.06,181.142,478.488,261.787,326.025,452.902,436.942,194.152,47.692,346.22,416.543,155.836,420.544,445.816,356.017,209.301,273.798,376.048,57.96,40.863,277.729,152.551,310.171,39.114,42.286,296.845,491.922,81.784,161.146,363.37,315.367,76.55,64.23,476.683,403.806,294.762,149.813,348.626,189.576,41.278,89.964,322.921,336.139,16.688,43.699,347.889,19.238,26.747,418.326,238.264,236.983,190.247,329.847,325.098,345.383,169.194,133.662,318.972,70.331,307.204,419.434,383.542,70.732,227.984,204.123,456.712,307.11,178.09,316.88,498.195,355.501,35.231,301.697,495.927,155.467,211.06,355.019,262.292,349.155,268.74,40.638,364.638,179.015,277.182,293.294,26.92,60.934,460.818,397.043,215.473,100.701,166.341,248.067,294.914,311.504,27.702,375.766,204.738,480.463,167.365,276.032,271.328,48.841,318.233,295.171,425.811,250.381,91.347,385.034,370.433,480.768,475.933,422.708,143.238,43.106,437.084,127.855,55.706,250.457,275.187,302.05,178.803,359.159,418.731,125.831,264.838,252.986,18.138,91.268,488.246,359.356,136.065,241.872,477.425,97.678,119.233,274.972,337.398,60.952,368.081,195.358,356.131,199.34,22.151,99.536,452.823,435.016,168.576,239.049,129.729,457.611,146.446,149.296,84.118,44.461,104.625,229.598,337.946,329.804,266.64,404.953,496.972,293.124,157.947,0.791,326.89,45.418,249.779,173.043,488.848,143.098,319.285,132.074,147.124,353.08,3.091,369.119,322.843,491.992,3.96,453.649,358.736,494.417,439.457,342.859,221.17,124.464,337.968,457.518,245.97,348.056,484.137,250.864,367.094,24.6,424.272,407.56,263.086,407.413,354.978,106.776,398.03,42.463,423.014,24.258,420.2,377.758,56.364,398.763,377.571,311.177,424.322,282.787,270.695,259.224,91.862,304.141,82.297,52.673,425.962,414.818,67.786,99.343,258.121,106.035,154.998,198.816,464.874,259.53,391.667,439.639,390.348,494.618,432.446,347.753,415.083,302.524,109.044,110.737,140.181,54.254,482.865,338.151,243.095,351.752,190.414
644,0.5 to 30h RSV,0.5,30,22.114,12.872,22.126,16.058,20.942,21.822,27.227,17.587,19.946,6.266,27.714,5.64,0.042,13.608,22.462,0.882,27.598,8.681,15.511,7.339,5.803,9.243,8.05,17.855,13.791,17.86,15.444,5.2,26.771,19.138,8.152,8.225,25.696,8.356,16.617,6.478,25.728,18.627,21.186,20.858,26.856,3.612,25.882,2.085,26.466,26.275,21.843,3.796,18.259,28.936,4.944,5.254,0.17,28.776,9.879,26.491,25.232,6.575,20.273,23.028,5.51,17.861,21.813,18.075,2.521,13.599,24.55,15.92,5.34,19.357,6.595,25.855,7.066,1.448,5.017,4.96,6.583,29.007,27.67,0.371,17.69,18.318,10.817,15.351,14.909,16.476,24.33,2.093,2.981,23.517,25.631,7.639,27.674,24.001,15.631,4.394,1.322,4.264,15.047,1.359,14.317,4.434,9.207,26.733,28.513,5.58,24.638,15.874,4.096,25.398,12.133,29.392,24.368,19.223,5.313,17.127,24.286,3.109,0.388,0.968,2.628,13.934,29.495,16.03,23.165,16.554,1.759,14.815,19.206,4.278,12.029,7.521,19.947,11.168,16.664,23.6,22.97,4.126,0.344,11.088,8.09,17.642,18.94,22.192,13.467,23,18.258,2.485,7.112,21.611,3.145,21.02,19.426,8.098,24.417,8.618,17.61,12.748,21.439,14.722,20.347,6.285,5.843,3.025,14.612,24.483,28.391,12.154,28.992,5.972,2.731,15.315,8.585,16.814,1.187,17.517,13.59,28.964,25.385,22.855,7.273,28.536,9.449,18.443,3.479,18.125,17.804,11.093,28.604,4.744,4.661,26.583,13.327,26.651,2.264,9.54,7.679,15.977,7.844,2.434,10.982,10.871,11.233,24.718,16.219,24.927,8.464,5.885,25.805,28.132,1.492,27.587,7.22,5.318,21.626,13.927,0.013,24.943,14.581,19.681,8.609,1.611,14.707,11.594,27.109,3.654,24.668,9.193,0.755,9.334,8.127,6.585,28.07,22.316,4.446,0.509,14.257,29.363,18.616,29.163,24.357,10.343,9.172,21.533,18.693,1.73,22.28,27.386,11.553,1.5
667,0 to 50% curtailment,0,50,38.711,15.162,39.63,48.409,45.833,24.665,11.117,36.357,5.277,42.529,37.877,17.018,48.762,44.851,2.665,41.285,16.058,8.62,15.363,0.987,26.917,34.355,24.099,49.777,25.834,44.887,23.241,34.059,46.768,4.136,12.631,24.718,39.651,22.48,25.422,26.11,40.722,15.487,26.228,36.31,15.987,30.306,17.446,23.017,10.933,9.201,12.491,0.473,8.052,11.127,26.523,23.349,47.121,3.595,19.21,14.424,36.11,9.871,6.985,46.051,47.56,31.052,13.911,3.784,24.759,19.974,48.904,39.307,21.93,4.258,49.511,9.211,8.287,29.266,34.49,30.02,9.959,20.935,5.58,21.031,21.217,38.245,2.995,49.884,2.373,36.336,47.21,41.746,36.766,46.369,22.92,47.872,13.905,11.878,42.368,25.803,36.761,6.934,12.367,12.125,41.987,31.697,36.174,9.005,18.726,25.149,2.05,28.272,1.611,43.527,44.176,38.678,40.286,22.52,31.427,36.331,49.07,22.482,17.018,24.116,1.479,10.621,28.271,24.047,44.619,14.522,47.015,45.501,43.994,15.108,46.177,44.512,41.888,44.451,23.693,11.996,12.165,8.764,43.484,27.155,17.391,22.159,4.287,47.054,3.941,42.47,31.57,41.016,35.538,27.014,34.128,26.753,44.273,1.445,20.025,32.558,39.214,18.496,41,28.895,17.461,0.816,12.436,24.761,13.159,7.275,35.117,44.279,41.257,32.271,17.123,2.22,44.984,28.045,25.269,38.285,15.28,23.957,26.486,18.231,13.278,39.598,22.58,3.228,11.238,43.77,16.996,3.558,45.232,30.885,48.768,24.671,16.725,5.004,11.879,31.127,44.643,1.527,48.981,13.483,43.573,32.252,44.496,21.966,40.838,43.628,11.199,5.46,4.891,15.802,42.946,48.804,24.105,17.403,41.309,47.022,39.583,40.733,22.734,39.528,11.45,11.455,10.852,15.525,23.868,1.79,30.207,12.892,34.089,22.252,45.314,37.075,38.953,24.084,43.027,6.81,45.967,42.638,27.002,19.812,46.828,18.928,4.446,42.979,44.422,16.01,48.682,37.715,12.741,38.423
668,0 to 50% curtailment,0,50,45.743,48.028,16.549,20.606,1.16,0.524,0.942,43.014,46.363,28.825,5.487,22.162,42.418,3.514,18.926,30.183,13.196,10.533,39.424,3.041,15.25,37.837,28.16,26.195,19.35,41.56,23.05,9.172,45.137,40.781,7.405,27.946,41.999,12.767,39.245,11.779,17.277,45.469,43.413,23.775,29.67,32.015,20.239,38.336,25.023,44.615,25.362,6.71,20.399,45.341,31.285,23.813,20.455,20.5,10.472,29.979,16.423,26.741,48.011,49.566,21.621,29.257,46.644,5.533,6.314,43.875,19.852,19.244,34.3,15.236,47.146,23.586,23.453,44.515,14.826,37.303,43.933,20.317,45.768,49.039,11.73,9.783,47.062,5.24,12.581,10.512,42.577,26.713,48.828,44.661,11.773,31.987,38.33,8.923,40.73,39.823,15.834,47.448,35.986,41.908,41.388,4.45,7.011,34.464,29.845,33.956,8.106,44.547,11.474,29.848,48.43,40.611,47.327,10.853,2.797,6.574,26.957,7.777,6.743,4.409,45.761,35.368,27.004,31.803,8.523,0.555,37.078,8.761,49.414,28.256,33.312,17.393,19.107,35.869,26.882,46.319,37.872,29.204,26.039,8.195,39.626,41.103,29.525,19.742,14.406,26.683,5.423,45.521,0.87,15.123,38.93,42.572,10.389,11.304,45.759,0.109,27.481,6.168,3.639,15.331,14.282,30.788,11.197,30.03,35.568,22.511,24.819,43.263,19.436,34.965,37.138,25.042,48.995,24.735,4.122,29.403,34.327,36.659,12.898,37.642,3.132,16.487,9.61,36.146,7.34,31.423,36.837,18.206,3.655,29.461,37.18,16.539,37.171,21.179,19.018,18.416,24.761,36.857,40.055,0.257,29.115,47.357,11.676,18.556,38.15,40.116,47.516,14.208,36.268,46.219,22.112,18.838,49.509,38.919,26.765,41.869,33.719,49.948,25.275,22.129,40.729,19.847,46.549,17.752,25.023,32.271,48.386,7.751,38.569,36.846,34.668,23.616,16.73,3.793,24.26,9.018,44.339,9.404,20.553,8.487,29.686,5.222,21.366,11.276,22.355,32.61,42.513,12.941,5.686,13.844
